,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungSonnabend,lblOeffnungSonntag,lblPaedSchwerpunkte,lblPaedAnsaetze,lblMehrsprachigkeitText,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
1173,Kita Sonnenblume/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Hofzeichendamm 1 ,13125 Berlin (Pankow),kindergarten.hofzeichendamm@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Gesundheit,,,,,7 Plätze,Nein, ,100,0,23,77,13125,Berlin,Pankow,52.6158325,13.4868434237,"Städt. Kita Sonnenblume, 1, Hofzeichendamm, Karow, Pankow, Berlin, 13125, Deutschland"
2862,Kita Sonnenkäfer,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Ötztaler Str. 6 ,13187 Berlin (Pankow),oetztalerstrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,bewegungs-/sportorientiert,,,,,"englisch, sportorientiert",Nein, ,224,12,75,149,13187,Berlin,Pankow,52.5626086,13.4085876,"Städt. Kita Ötztaler Straße 6, 6, Ötztaler Straße, Pankow, Berlin, 13187, Deutschland"
2757,Kita Strauchwiese,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Lindenberger Str. 24 ,13156 Berlin (Pankow),strauchwiese@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,Körper und Bewegung,,,,,Bewegungsorientiert,Nein, ,75,2,20,55,13156,Berlin,Pankow,52.5815253,13.4189383061,"24, Lindenberger Straße, Niederschönhausen, Pankow, Berlin, 13156, Deutschland"
2522,"Kita VAK - Verein zur Förderung 
ausländischer und deutscher Kinder",Kindertagesstätte,"VAK - Verein zur Förderung ausländischer
und deutscher Kinder e.V.",(Sonstiger freier Träger),Reichenberger Str. 156A ,10999 Berlin (Friedrichshain-Kreuzberg),VAK-Kitas@t-online.de,www.vak-kindertagesstaetten.de,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-16:00,,,Interkulturelle Pädagogik,,,,,"arabisch,  englisch,  türkisch, polnisch",Nein, ,77,18,32,45,10999,Berlin,Friedrichshain-Kreuzberg,52.4982625,13.4239794394,"156a, Reichenberger Straße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
2122,Kita Walter-Friedrich-Str. 20-22/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Walter-Friedrich-Str. 20 -22,13125 Berlin (Pankow),kindergarten.walter-friedrich-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,9 Plätze,Nein, ,175,0,47,128,13125,Berlin,Pankow,52.6318952,13.492281,"Städt. Kita Kleine Schlaufüchse, 20-22, Walter-Friedrich-Straße, Buch III, Buch, Pankow, Berlin, 13125, Deutschland"
2755,Kita Wirbelwind,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Wigandstaler Str. 15 ,13086 Berlin (Pankow),wirbelwind@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:00,,,Körper und Bewegung,,,,,Bewegungsorientierung,Nein, ,85,2,24,61,13086,Berlin,Pankow,52.5584367,13.4432017,"Kita Wirbelwind, 15, Wigandstaler Straße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
2196,Kita Wolkenreise,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Ahrenshooper Str. 3 ,13051 Berlin (Lichtenberg),ahrenshooperstrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,bewegungs-/sportorientiert,,,,,"musische Orientierung, sportorientiert",Nein, ,220,3,49,171,13051,Berlin,Lichtenberg,52.5662733,13.5049475,"3, Ahrenshooper Straße, Neu-Hohenschönhausen, Lichtenberg, Berlin, 13051, Deutschland"
618,Kneipp-Kita Pfeffermäuse,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Grüne Trift 138 ,12557 Berlin (Treptow-Köpenick),pfeffermaeuse@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,"Anwendung nach Kneipp, Ökologischer Lernort",Nein, ,145,2,39,106,12557,Berlin,Treptow-Köpenick,52.4267994,13.5921236,"138, Grüne Trift, Kietzer Feld, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland"
868,Montessori-Integrations-Kindergärten im Syringenweg,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Syringenweg 23 ,10407 Berlin (Pankow),kindergarten.syringenweg@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,,,,7 Plätze,Ja, ,195,0,66,129,10407,Berlin,Pankow,52.5325202,13.4567913,"23, Syringenweg, Prenzlauer Berg, Pankow, Berlin, 10407, Deutschland"
306,"Waldorfkindergarten ""Lindenbaum""",Eltern-Initiativ-Kindertagesstätte,"Waldorfkindergarten ""Lindenbaum"" e.V.",(EKT),Nogatstr. 19 ,12051 Berlin (Neukölln),info@waldorfkindergarten-lindenbaum.net,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,Waldorf,Nein, ,27,0,12,15,12051,Berlin,Neukölln,52.469558,13.4330717,"19, Nogatstraße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
2426,Waldorfkindergarten Kreuzberg,Kindertagesstätte,Waldorfkindergarten Kreuzberg e.V.,(Sonstiger freier Träger),Alte Jakobstr. 10 ,10969 Berlin (Friedrichshain-Kreuzberg),wakigakreuzberg@web.de,,,,,,,,,,,,,,Waldorf,Nein, ,100,0,12,88,10969,Berlin,Friedrichshain-Kreuzberg,52.4991287,13.3961469,"Alte Jakobstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland"
747,Waldorf-Kindergarten Mansfelder Straße,Kindertagesstätte,Waldorf-Kindergarten Mansfelder Straße e.V.,(Sonstiger freier Träger),Mansfelder Str. 37 ,10709 Berlin (Charlottenburg-Wilmersdorf),wkigm@t-online.de,www.waldorfkindergarten-mansfelderstrasse.de,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,,,,,,Waldorf-Pädagogik,Nein, ,55,0,12,43,10709,Berlin,Charlottenburg-Wilmersdorf,52.490153,13.3076782,"Waldorf-Kindergarten Mansfelder Straße e.V., 37, Mansfelder Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland"
281,Waldorfkindergarten Westend,Kindertagesstätte,Waldorfkindergarten Westend  e.V.,(Sonstiger freier Träger),Oldenburgallee 44 ,14052 Berlin (Charlottenburg-Wilmersdorf),info@waldorfkindergarten-westend.de,http://www.waldorfkindergarten-westend.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,Waldorf,Nein, ,34,0,12,22,14052,Berlin,Charlottenburg-Wilmersdorf,52.5116234,13.2576536,"44, Oldenburgallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland"
896,Waldorfkindertagesstätte FORUM Kreuzberg,Kindertagesstätte,Forum Kreuzberg e.V.,(Sonstiger freier Träger),Köpenicker Str. 175 ,10997 Berlin (Friedrichshain-Kreuzberg),kita@forumkreuzberg.de,www.forumkreuzberg.de,,,,,,,,,,,,,Waldorf-Pädagogik,Nein, ,10,0,0,10,10997,Berlin,Friedrichshain-Kreuzberg,52.4183319,13.4974653,"175, Köpenicker Straße, Rudow, Neukölln, Berlin, 12355, Deutschland"
296,Waldorfkindertagesstätte im Forum Kreuzberg,Kindertagesstätte,Forum Kreuzberg e.V.,(Sonstiger freier Träger),Eisenbahnstr. 21 ,10997 Berlin (Friedrichshain-Kreuzberg),kita@forumkreuzberg.de,www.forumkreuzberg.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Waldorf,,,,,Waldorf-Pädagogik,Nein, ,14,0,9,5,10997,Berlin,Friedrichshain-Kreuzberg,52.5039525,13.4343897,"theaterforum kreuzberg, 21, Eisenbahnstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland"
1543,Waldorfkindertagesstätte im FORUM Kreuzberg,Kindertagesstätte,Forum Kreuzberg e.V.,(Sonstiger freier Träger),Köpenicker Str. 174 ,10997 Berlin (Friedrichshain-Kreuzberg),kita@forumkreuzberg.de,www.forumkreuzberg.de,,,,,,,,,,,,,Waldorf-Pädagogik,Nein, ,16,36,0,16,10997,Berlin,Friedrichshain-Kreuzberg,52.4191101,13.4979201,"Forum Kreuzberg, 174, Köpenicker Straße, Rudow, Neukölln, Berlin, 12355, Deutschland"
2438,Waldorfkindertagesstätte im FORUM Kreuzberg,Kindertagesstätte,Forum Kreuzberg e.V.,(Sonstiger freier Träger),Eisenbahnstr. 9 ,10997 Berlin (Friedrichshain-Kreuzberg),kita@forumkreuzberg.de,www.forumkreuzberg.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Waldorf,,,,,Waldorf-Pädagogik,Nein, ,15,0,0,15,10997,Berlin,Friedrichshain-Kreuzberg,52.5013979,13.4315992,"Eisenbahnstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland"
2504,EKT - Kleine Fische-ganz groß,Eltern-Initiativ-Kindertagesstätte,Kleine Fische - ganz groß e. V.,(EKT),Adlergestell 776 ,12527 Berlin (Treptow-Köpenick),kleinefische@gmx.net,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,27,12,11,16,12527,Berlin,Treptow-Köpenick,52.37601705,13.6474526159,"Schmöckwitzer Insel-Schule, 776, Adlergestell, Schmöckwitz, Treptow-Köpenick, Karolinenhof, Berlin, 12527, Deutschland"
429129,Kinderladen Zwergenkiste,Eltern-Initiativ-Kindertagesstätte,Kinderladen Zwergenkiste e. V.,(Sonstiger freier Träger),Spirdingseestr. 3 ,12307 Berlin (Tempelhof-Schöneberg),zwergenkiste@arcor.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Nein, ,20,0,0,20,12307,Berlin,Tempelhof-Schöneberg,52.3784968,13.4113009,"3, Spirdingseestraße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12307, Deutschland"
417,Die Kindergärtnerei,Kindertagesstätte,Die Kindergärtnerei Kinderhaus Briesingstraße e. V.,(EKT),Briesingstr. 30 ,12307 Berlin (Tempelhof-Schöneberg),,,,,,,,,,,,,,,,Nein, , ,0, , ,12307,Berlin,Tempelhof-Schöneberg,52.3837472,13.3998094,"30, Briesingstraße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12307, Deutschland"
652229,Hisa Kita Kirchhainer Damm,Kindertagesstätte,"hisa gemeinnützige Gesellschaft mit
beschränkter Haftung (hisa gGmbH)",(Sonstiger freier Träger),Kirchhainer Damm 11 ,12309 Berlin (Tempelhof-Schöneberg),info@hisa-welt.de,,,,,,,,,,,,,,,Nein, ,60,0, , ,12309,Berlin,Tempelhof-Schöneberg,52.3863539,13.4112053,"11, Kirchhainer Damm, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
159129,Kita Blohmstraße,Kindertagesstätte,Nachbarschafts- u. Selbsthilfezentrum in der UFA-Fabrik e.V.,(Sonstiger freier Träger),Blohmstr. 37 ,12307 Berlin (Tempelhof-Schöneberg),kitablohmstrasse@nusz.de,www.nusz.de,,,,,,,,,,,,,,Nein, ,55,0,0,55,12307,Berlin,Tempelhof-Schöneberg,52.3896537,13.3812519,"Blohmstraße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12307, Deutschland"
1337,Kita der Ev. Kirchengem. Lichtenrade,Kindertagesstätte,Ev. Kirchengemeinde Lichtenrade,(Diakonisches Werk),Alt-Lichtenrade 107 ,12309 Berlin (Tempelhof-Schöneberg),kita@kg-lira.de,,,,,,,,,,,,,,,Nein, ,89,0,30,59,12309,Berlin,Tempelhof-Schöneberg,52.3921795,13.4111686,"107, Alt-Lichtenrade, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
1330,Kita Nahariyastr. 21/Kitas Süd-West,Kindertagesstätte,Kindertagesstätten Berlin Süd-West,(Eigenbetrieb),Nahariyastr. 21 ,12309 Berlin (Tempelhof-Schöneberg),kita-nahariyastr@kitasw.berlin.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,,Nein, ,183,2,33,150,12309,Berlin,Tempelhof-Schöneberg,52.3922014,13.4183128,"21, Nahariyastraße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
1576,EKT - Pillepoppen,Eltern-Initiativ-Kindertagesstätte,Pillepoppen e. V.,(EKT),Alt-Lichtenrade 100 ,12309 Berlin (Tempelhof-Schöneberg),mail@kila-pillepoppen.de,,Mo 07:00-16:30,Di 07:00-16:30,Mi 07:00-16:30,Do 07:00-16:30,Fr 07:00-16:30,,,,,,,,,Nein, ,60,0,14,46,12309,Berlin,Tempelhof-Schöneberg,52.3928518,13.4101796,"100, Alt-Lichtenrade, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
242179,Cheburashka-Tempelhof,Kindertagesstätte,Cheburashka gGmbH,(Sonstiger freier Träger),Nahariyastr. 40 ,12309 Berlin (Tempelhof-Schöneberg),tempelhof@kitacheburashka.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,bilingual (deutsch-russisch),,,,,,Nein, ,24,12,0,24,12309,Berlin,Tempelhof-Schöneberg,52.3939419,13.4202915,"40, Nahariyastraße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
1348,EKT - Kita-Verein Lichtenrade Ost,Eltern-Initiativ-Kindertagesstätte,Kindertagesstättenverein Lichtenrade-Ost e. V.,(EKT),Groß-Ziethener Str. 90 ,12309 Berlin (Tempelhof-Schöneberg),,,,,,,,,,,,,,,,Nein, , ,0,0, ,12309,Berlin,Tempelhof-Schöneberg,52.3941815,13.4209389,"90, Groß-Ziethener Straße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
612,BOOT-Kita Traumburg,Kindertagesstätte,Gemeinnützige BOOT GmbH,(Sonstiger freier Träger),Weilburgstr. 11 ,12309 Berlin (Tempelhof-Schöneberg),traumburg@bootkitas.de,www.bootkitas.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,180,2,49,131,12309,Berlin,Tempelhof-Schöneberg,52.3970708,13.4150642,"11, Weilburgstraße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
1943,Evangelischer Forscherkindergarten Apfelbäumchen,Kindertagesstätte,Ev. Kirchengemeinde Bohnsdorf-Grünau,(Sonstiger freier Träger),Neptunstr. 10 ,12526 Berlin (Treptow-Köpenick),post@apfel-bohnsdorf.de,www.apfel-bohnsdorf.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,Naturwissenschaftliche Grunderfahrungen,,,,,,Nein, ,50,0,0,50,12526,Berlin,Treptow-Köpenick,52.3998757,13.5818915,"Neptunstraße, Bohnsdorf, Treptow-Köpenick, Falkenhorst, Berlin, 12526, Deutschland"
2512,Humanistische Kita Gartenstadtfrösche,Kindertagesstätte,"Humanistischer Verband Deutschlands,
Landesverband Berlin-Brandenburg e. V.",(Sonstiger freier Träger),Zur Gartenstadt 239 ,12526 Berlin (Treptow-Köpenick),gartenstadt@humanistischekitas.de,www.humanistischekitas.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-17:30,,,,,,,,,Nein, ,114,2,0,114,12526,Berlin,Treptow-Köpenick,52.4018781,13.5686015,"239, Zur Gartenstadt, Bohnsdorf, Treptow-Köpenick, Paradies, Berlin, 12526, Deutschland"
214,Kita Offensiv' 91/Haus-Nr. 56 und 98,Kindertagesstätte,offensiv 91 e.V.,(Sonstiger freier Träger),Buntzelstr. 98 ,12526 Berlin (Treptow-Köpenick),buntzelzwerget-online.de,www.offensiv91.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,,,,,Nein, ,63,0,0,63,12526,Berlin,Treptow-Köpenick,52.4021445,13.5638708,"98, Buntzelstraße, Bohnsdorf, Treptow-Köpenick, Paradies, Berlin, 12526, Deutschland"
373129,Kinderladen flinke kids,Kindertagesstätte,flinke - kids e. V.,(Sonstiger freier Träger),Elly-Heuss-Knapp-Str. 21 ,12355 Berlin (Neukölln),kinderladen_rudow@gmx.de,,,,,,,,,,,,,,,Nein, ,15,0,0,15,12355,Berlin,Neukölln,52.4037957,13.5057457,"Pizza Jack, 21, Elly-Heuss-Knapp-Straße, Rudow, Neukölln, Berlin, 12355, Deutschland"
210179,Kita Im Kosmosviertel,Kindertagesstätte,Jugendwerk Aufbau Ost JAO gGmbH,(Sonstiger freier Träger),Ortolfstr. 164 ,12524 Berlin (Treptow-Köpenick),kita-im-kosmosviertel@jao-berlin.de,www.jao-berlin.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Körper und Bewegung,,,,,,Nein, ,90,2,37,53,12524,Berlin,Treptow-Köpenick,52.4043458,13.5293307,"164, Ortolfstraße, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
2887,Ev.Teilzeit-Kita im Rackebüller Weg,Kindertagesstätte,Ev. Kirchengemeinde Lichtenrade,(Diakonisches Werk),Rackebüller Weg 64 ,12305 Berlin (Tempelhof-Schöneberg),tz-kita@kg-lira.de,,Mo 07:30-14:30,Di 07:30-14:30,Mi 07:30-14:30,Do 07:30-14:30,Fr 07:30-14:30,,,,,,,,,Nein, ,21,0,3,18,12305,Berlin,Tempelhof-Schöneberg,52.4052565,13.4022082797,"Dietrich-Bonhoeffer-Kirche, 64, Rackebüller Weg, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12305, Deutschland"
1230,Kita Krümelnest,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Tiburtiusstr. 14 ,12524 Berlin (Treptow-Köpenick),kruemelnest@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,,,,,Nein, ,140,2,36,104,12524,Berlin,Treptow-Köpenick,52.4058383,13.5387231331,"Städt. Kita Tiburtiusstraße 14, 14, Tiburtiusstraße, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
790,Kita Griembergweg,Kindertagesstätte,Griembergweg e.V.,(Sonstiger freier Träger),Griembergweg 29 ,12305 Berlin (Tempelhof-Schöneberg),kita.griembergweg@t-online.de,www.kita-griembergweg.de,Mo 06:30-18:00,Di 06:30-18:00,Mi 06:30-18:00,Do 06:30-18:00,Fr 06:30-18:00,,,,,,,,,Nein, ,190,0,91,99,12305,Berlin,Tempelhof-Schöneberg,52.4068553,13.4095416,"29, Griembergweg, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12305, Deutschland"
584,EKT Marienfelde,Eltern-Initiativ-Kindertagesstätte,Elterninitiativ - Kindertagesstätte Marienfelde e. V.,(EKT),Waldsassener Str. 50 ,12279 Berlin (Tempelhof-Schöneberg),ekt-marienfelde@t-online.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Nein, ,26,0,0,26,12279,Berlin,Tempelhof-Schöneberg,52.4071351,13.3492592,"50, Waldsassener Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland"
2669,"EKT - Kinderland ""Biene Maja""",Eltern-Initiativ-Kindertagesstätte,Kinderland Biene Maja e. V.,(EKT),Tulpenweg 39 ,12524 Berlin (Treptow-Köpenick),ektbienemaja@web.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Montessori,,,,,,Nein, ,22,0,6,16,12524,Berlin,Treptow-Köpenick,52.4088297,13.5414591,"39, Tulpenweg, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
388129,Kita Krümel-Club,Kindertagesstätte,Krümel-Club gGmbH,(Sonstiger freier Träger),An der Dorfkirche 5 ,12277 Berlin (Tempelhof-Schöneberg),,,,,,,,,,,,,,,,Nein, ,38,0,0,38,12277,Berlin,Tempelhof-Schöneberg,52.4134308,13.3673267,"5, An der Dorfkirche, Marienfelde, Tempelhof-Schöneberg, Berlin, 12277, Deutschland"
1364,EKT Spatzennest,Eltern-Initiativ-Kindertagesstätte,"Elterninitiative Kindertagesstätte Spatzennest e. V., abgekürzt EKT Spatzennest",(EKT),Friedenfelser Str. 13 ,12279 Berlin (Tempelhof-Schöneberg),,,,,,,,,,,,,,,,Nein, ,28,0,0,28,12279,Berlin,Tempelhof-Schöneberg,52.4137157,13.3610317,"13, Friedenfelser Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland"
657229,Kita Grashüpferchen III,Kindertagesstätte,Kita Grashüpferchen gemeinnützige GmbH,(Sonstiger freier Träger),Hildburghauser Str. 73 ,12279 Berlin (Tempelhof-Schöneberg),marienfelde@grashuepferchen.de,,,,,,,,,,,,,,,Nein, , ,0, , ,12279,Berlin,Tempelhof-Schöneberg,52.4150141,13.3452571,"73, Hildburghauser Straße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12279, Deutschland"
2764,Kita Grüne Aue,Kindertagesstätte,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,(Sonstiger freier Träger),Baderseestr. 1 -5,12527 Berlin (Treptow-Köpenick),kita-grueneaue@fippev.de,www.fippev.de/grueneaue,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Natur-und Umweltpädagogik,,,,,,Nein, ,153,2,61,92,12527,Berlin,Treptow-Köpenick,52.41551675,13.5796509611,"Grüne Aue, 1-5, Baderseestraße, Grünau, Treptow-Köpenick, Berlin, 12527, Deutschland"
1324,Kita Domagkstr. 4/Kitas Süd-West,Kindertagesstätte,Kindertagesstätten Berlin Süd-West,(Eigenbetrieb),Domagkstr. 4 ,12277 Berlin (Tempelhof-Schöneberg),kita-domagkstr@kitasw.berlin.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,,,,,Nein, ,110,8,30,80,12277,Berlin,Tempelhof-Schöneberg,52.41615825,13.3667577795,"Kita Domagkstraße, 4, Domagkstraße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12277, Deutschland"
580279,Kita Müggelstern,Kindertagesstätte,"FAA Bildungsgesellschaft mbH, Nord
(Kitavis)",(Sonstiger freier Träger),Müggellandstr. 8 - 10,12559 Berlin (Treptow-Köpenick),info@kitavis.de,,,,,,,,,Sonstiges,,,,,,Nein, ,50,0, , ,12559,Berlin,Treptow-Köpenick,52.4161758,13.664098,"Müggellandstraße, Müggelheim, Treptow-Köpenick, Berlin, 12559, Deutschland"
1345,Kita der Kath. Kirchengem. Vom Guten Hirten,Kindertagesstätte,Kath. Kirchengemeinde Vom Guten Hirten,(Deutscher Caritasverband),Tennstedter Str. 2F ,12249 Berlin (Tempelhof-Schöneberg),kitaguterhirte@t-online.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,Gesundheit,,,,,,Nein, ,130,2,45,85,12249,Berlin,Tempelhof-Schöneberg,52.41653265,13.350096823,"Vom guten Hirten, 2f, Tennstedter Straße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12249, Deutschland"
1437,EKT - Kasperle,Eltern-Initiativ-Kindertagesstätte,Kasperle e. V.,(EKT),Schlierbacher Weg 18 ,12349 Berlin (Neukölln),info@kasperle-ev.de,,,,,,,,,,,,,,,Nein, ,32,0,0,32,12349,Berlin,Neukölln,52.4170041,13.4033311,"18, Schlierbacher Weg, Buckow, Neukölln, Berlin, 12349, Deutschland"
1971,Kita Offensiv' 91/Wassersportallee 4,Kindertagesstätte,offensiv 91 e.V.,(Sonstiger freier Träger),Wassersportallee 4 ,12527 Berlin (Treptow-Köpenick),wasserschloesschen@t-online.de,ww.offensiv91.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,50,0,0,50,12527,Berlin,Treptow-Köpenick,52.4172375,13.5816545,"Städt. Kita, 4, Wassersportallee, Grünau, Treptow-Köpenick, Berlin, 12527, Deutschland"
2790,Humanistische Kita Mäusevilla,Kindertagesstätte,"Humanistischer Verband Deutschlands,
Landesverband Berlin-Brandenburg e. V.",(Sonstiger freier Träger),Michel-Klinitz-Weg 18 ,12349 Berlin (Neukölln),michelklinitzweg@humanistischekitas.de,www.humanistischekitas.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,,,,,Nein, ,94,2,0,94,12349,Berlin,Neukölln,52.4173213,13.4294208,"18, Michel-Klinitz-Weg, Buckow, Neukölln, Berlin, 12349, Deutschland"
